,0
129,"(Kenny Rogers On Vocals)  
  
I saw you tonight  
In the room where love had started once before.  
And we opened up the skies.  
With your loving eyes  
You take me back where you belong in my heart.  
  
One love frozen in time.  
Never be a bad love.  
Yours and mine.  
But I still remain.  
I will never change.  
  
I will always love you.  
I will always take your part.  
And all the years of losing you.  
And then being close to you again.  
The very chance that I could take your heart.  
  
Your hand in mine.  
You are inside of me.  
One more time.  
Don't you remember me.  
And the days that lie ahead  
May all go wrong.  
  
But tonight, my love,  
There's no question in my mind where we should be.  
It's clear that you're alone and I'm alone.  
And all the fools have gone.  
You open up so tears can fall from your eyes.  
  
True love can never die.  
We can make it one day, if we try.  
Be there, sunshine or rain.  
I will never change.  
  
I will always love you.  
I will always take your part.  
And all the years of losing you and then  
Making love to you again.  
The very chance that I could take your heart.  
  
Your hand in mine.  
I got a memory  
For all time.  
Don't you remember me.  
Now my dream will come true  
If you love me.  
  
I will always love you.  
I will always take your part.  
And all the years of losing you and then  
Making love to you again.  
The very chance that I could take your heart.  
Your hand in mine.  
  
I will always love you.  
I will always take your part.  
And all the years of losing you and then  
Making love to you again.  
The very chance that I could take your heart.  
Your hand in mine.

"
130,"I been thinking sitting on a pole.  
I'm getting sick of doing what I'm told.  
Just me and the mirror and my brain.  
But that was when I got an idea.  
Came like a gun and shot in my ear.  
Don't you think it's time you got up and stood alone?  
  
Fifteen years I lay down on the ground.  
I couldn't feel any noise or hear any sound.  
Fifteen million years I spent down the line.  
But that was when I got an idea.  
Came like a gun and shot in my ear.  
Don't you think it's time you got up and stood alone?  
Get up and stand alone  
  
That was when I got an idea.  
Came like a gun and shot in my ear.  
Don't you think it's time you got up and stood alone?  
Get up and stand alone.  
  
That's when I got an idea [Repeat: x2]

"
131,"Don't know why  
I'm surviving every lonely day  
When there's got to be  
No chance for me  
  
My life would end  
And it don't matter how I cry  
My tears of love  
Are a waste of time  
If I turn away  
  
Am I strong enough to see it through  
Go crazy is what I will do  
  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh oh  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh  
  
Can't let go  
And it doesn't matter how I try  
I gave it all so easily  
To you my love  
  
To dreams that never will come true  
Am I strong enough to see it through  
Go crazy is what I will do  
  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh oh  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh  
  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh oh  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh  
  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh oh  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh  
  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh oh  
If I can't have you  
I don't want nobody baby  
If I can't have you, oh oh oh

"
132,"I could be king of kings, wear a crown and all the things  
I'd want I'd never need.  
I'd be an ace in an aeroplane and every year I'd fly to Spain.  
If I could get the nerve to plant the seed.  
  
[Chorus:]  
Oh, tell me how to say goodbye.  
I see her face in myself.  
Why, tell me why I made her cry  
If only had my mind on something else.  
  
Captain of the submarine beneath the icebergs never seen.  
A hero with a medal for everyday.  
I find me fame,reach the top.  
I keep on pushing never stop.  
If I could just forget her name.  
  
[Chorus]  
  
If only had my mind on something else.

"
133,"Maybe it's been so long  
Our house looks kind of different  
But the empty rooms still mean the same to me  
And as I wander through the darkness  
I'll keep crying one last tear  
Now your lips are gone  
I'll kiss your memory  
  
[Chorus]  
I'll kiss your memory  
As though you were here  
I'll hold your memories till you reappear  
And as I wander through the darkness  
I'll keep crying one last tear  
Now your lips are gone  
I'll kiss your memory  
  
I'll kiss the thoughts of leaves that fell when summer was over  
And I'll cherish all the thoughts you gave to me  
And I will wander through the darkness  
I'll keep crying one last tear  
Now your lips are gone  
I'll kiss your memory  
  
[Chorus]

"
134,"So this is who I am,  
And this is all I know.  
And I must choose to live,  
For all that I can give,  
The spark that makes the power grow.  
  
And I will stand for my dream if I can,  
Symbol of my faith in who I am,  
But you are my only.  
  
And I must follow on the road that lies ahead.  
And I won't let my heart control my head.  
But you are my only.  
  
We don't say goodbye.  
We don't say goodbye.  
And I know what I've got to be  
  
Immortality.  
I make my journey through eternity.  
I keep the memory of you and me inside.  
  
Fulfill your destiny.  
Is there within the child?  
My storm will never end.  
My fate is on the wind.  
The king of hearts, the joker's wild.  
  
But we don't say goodbye.  
We don't say goodbye.  
I'll make them all remember me.  
  
'cause I have found a dream that must come true.  
Every ounce of me must see it through.  
You are my only.  
  
I'm sorry I don't have a role for love to play.  
Hand over my heart I'll find my way.  
I will make them give to me..(yeah)  
  
Immortality.(oh baby)  
There is a vision and a fire in me.(oh)  
I keep the memory of you and me, inside.  
  
We don't say goodbye.  
We don't say goodbye.  
With all my love for you.  
And what else we may do?..  
We don't say goodbye.

"
135,"In the morning when the moon is at it's rest,  
You will see me at the time I love the best  
Watching rainbows play on sunlight,  
Pools of water iced from cold night,in the morning.  
'tis the morning of my life.  
  
In the daytime I will meet you as before.  
You will find me waiting by the ocean floor,  
Building castles in the shifting sands  
In a world that no one understands,  
In the morning.  
  
'tis the morning of my life,  
In the morning of my life the  
Minutes take so long to drift away  
Please be patient with your life  
It's only morning and you're still to live your day  
In the evening I will fly you to the moon  
To the top right hand corner of  
The ceiling in my room  
  
Where I'll stay until the sun shines  
Another day to swing on clothes lines  
May I be yawning  
  
It is the morning of my life  
It is the morning of my life  
In the morning  
In the morning  
In the morning

"
136,"All day, all night you feel as if the earth could fly.  
Three more all for fine Indian Gin and whiskey dry,  
Fine Indian Gin and whiskey dry.  
  
Small town, closed down,  
There's nowhere else around to try.  
Disturbingly a voice would cry,  
""Go home, no loan,  
You'll have you gin and whiskey dry,  
You'll have your gin and whiskey dry"".  
  
Four ten, four men lining up for their handy brandy.  
All's gone, you're none, came the bartender's reply.  
But I've tried and I'm tied to Indian Gin and whiskey dry.  
  
To Indian Gin and whiskey dry [Repeat: x4]

"
137,"I.O.I.I.I.I.I.O.I.O.  
  
You know I love getting up in the morning  
When the sun first strikes the trees  
All the morning birds are sing above  
Still bring back memories  
Of a girl who stood beside me  
When the rights I did were wrong  
But she went back down the river  
Just when I thought I could be strong  
When I thought I could be strong  
  
I.O.I.I.I.I.I.O.I.O.  
I.O.I.I.I.I.I.O.I.O.  
  
She never told me why she left me  
But the letter say goodbye  
Now my mornings are for wondering  
And my nights to reason why  
Why the stranger comes to steal the love  
Of a girl I had hold  
But she went back down the river  
Just when I thought I could be strong  
When I thought I could be strong  
So I sing  
  
I.O.I.I.I.I.I.O.I.O.  
I.O.I.I.I.I.I.O.I.O.

"
138,"In the name of love and life  
Turn your face to the lonely night  
But you're not alone when she calls you home  
And this your world is on the edge  
As good as lost but you know the way  
Through the faceless town  
And she pulls me down  
  
I know the place and the time (of our lives)  
So long ago  
And all through the years (never dies)  
All things must pass  
  
Irresistible force meets an immovable object and  
Human animal madness and blood starts to flow  
Invisible fingers and indescribable pleasure  
I get to find my personal god  
I get to find my personal god  
  
God of love, god of gold  
Ring of fire in the days of old  
It's what I'm living for and love's the only law  
So answer Mayday, S.O.S.  
Search me North, East, South, or West  
It's all I miss, just the one last kiss  
  
This is goodbye to the days (of our lives)  
My fair-weather friend  
I feel your sorrow and tears (they are mine)  
I share to the end  
  
Irresistible force meets an immovable object and  
Human animal magic  
How far can you go?  
The rolling of thunder and,  
You decide what you're after  
  
I get to find my personal god  
I get to find my personal god  
  
I surrender  
All or nothing  
You must spread your wings and fly  
  
I know the place and the time (of our lives)  
My fair-weather friend  
I feel your sorrow and tears (they are mine)  
We share to the end  
When an irresistible force meets an immovable object  
Human animal madness and blood starts to flow  
There's bound to be heartbreak  
You make it the hard way  
  
I surrender  
All or nothing  
You must spread your wings and fly

"
139,"Hello angel , do you know me ,I'm you man  
Would that be hard for you to try and understand  
I've been waiting for this day for so so long  
Could lovin' you be so so wrong  
  
It doesn't matter much to me  
Baby , I been hurt before  
Don't you ask me why I'm here  
Back and knockin' at your door  
  
Do you remember  
Do you remember all the nights  
And all the love we went through  
Well you know maybe I thought you had some left over  
Could I mean that much to you  
  
It doesn't matter much to me  
Baby, I been hurt before  
Don't you ask me why I'm here  
Back and knockin' at your door  
  
Now open up your arms and take me  
Make me love you till I die  
You wouldn't have me when I was a young man  
But tonight I'm gonna try  
  
It doesn't matter much to me  
Baby , I been hurt before  
Don't you ask me why I'm here  
Back and knockin' at your door

"
140,"Don't get too close to me, don't overreact  
You're not the enemy as a matter of fact  
You got your pretty face and you got any name you wore  
Gonna stick by you, gonna stumble over what to do  
  
I want it, good loving, wanna be your plaything  
I want it, good loving, bring out the beast in me  
I want it, good loving,wanna make your heart sing  
In the shadows we are free and I walk you through it  
  
It's my neighborhood, that's where I belong  
You're in trouble if you disagree with me  
It's my neighborhood, that's where I belong  
You find out why  
  
It's my neighborhood, that's where I belong  
You're in trouble if you disagree with me  
It's my neighborhood, that's where I belong  
You find out why  
  
So many tell you that you can't win  
It's a battle if you're lonely or if you're starting over  
Two-fisted and fast on your feet  
And you know there's something more  
And the city kicks it out of you and  
  
I want it, good loving, wanna be your plaything  
I want it, good loving, bring out the worst in me  
I want it, good loving, wanna make your heart sing  
In the shadows we are free and I walk you through it  
  
It's my neighborhood, that's where I belong  
You're in trouble if  
(Trouble)  
You disagree with me  
It's my neighborhood, that's where I belong  
You find out why

"
141,"Jingle jangle, my love wears silvery bangles  
She likes to wander and that's why I'm under  
The spell of her jingle jangle  
  
We used to cry on each others shoulder  
Now that I'm older, she wanders ahead  
Now that she's found love, I still hear the sound of  
Silvery bangles, remain in my head  
  
Jingle jangle, my love wears silvery bangles  
She used to wander and that's why I'm under  
The spell of her jingle jangle

"
142,"I steal the night away  
Drivin' my life away, dancin'  
I was a romeo  
I knew the art of romancin'  
I was just one of the guys  
And I thought I had it made  
I needed someone to show me how to love  
  
Juliet, oh Juliet  
The night was magic when we first met  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
For me and my baby, Juliet  
  
Fighting with destiny, fortune and fame but kept losing  
Playin' a joker's game, only myself I was foolin'  
I was an average guy in a world of empty dreams  
You've broken down all the walls with your love  
  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
  
Close your eyes, Juliet, don't let go  
  
On and on, our love is like the sun  
It keeps going strong throughout eternity  
I wanna love you in my life, sweet Juliet  
Livin' without you in my life, oh my girl Juliet  
  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet, Ah...  
Juliet, oh Juliet

"
143,"Jumbo said to say goodnight  
See you in the morning  
Please don't lose your appetite  
He knows who is yawning  
tomorrow you can climb a moutain  
Sail a sailboat trough a fountain  
  
Jumbo said he say goodnight  
Play no games , he'd say to me  
We know who is wrong  
So please don't make no hesitation  
There will be no recriation  
  
Jumbo said to say goodnight  
He's a friend of yours  
Listen you can chew it  
If it's loud enough you can hear it  
  
'Cause it's narrow as a sparrow  
And it shoots a bow and arrow  
Thro'a top that's made with  
Powder with a gun it's even louder  
  
And it's shattering to hear  
Yuo mustn't listen with your ear  
But it gets to you  
Yes ! yes ! yes ! yes ! yes ! yes !

"
144,"Babe  
It seems every night and day, I get to lose  
And I always held the faith inside  
That love would find a way  
And I always reached for more  
Than the others ever saw  
  
I was always the first to follow  
My foolish prayer  
And the feelings that I have are more than  
Any soul can bare  
  
Only when I wake  
Then I can be sure of who I am  
I'm half the man I should be  
When you're gone and you're telling me  
  
This is love but just in case  
I keep my heart in a secret place  
Safe under lock and key  
'Til I know it's only me  
One of us got to be the one that's true  
One for the other and the love comes through  
Right here or out in space  
Give my heart to you,babe  
But just in case, just in case.  
  
Tell the world that I come to claim  
Your tomorrows  
Let the universal word go out  
A million miles away  
And history has shown  
that when the seed is sown  
We are livig in a time when the tears fall  
Where they might  
But we hear each other much more than those who  
See  
We are not alone  
Love is there for everyone who needs  
And for anyone who cries  
And I will alaways have you here with me  
  
And you're telling me  
This is love, but just in case  
Keep my heart in a secret place  
Safe under lock and key  
'Til I know it's only me  
One of us got to be the one that's true  
One for the other and the love comes through  
Yours,mine and face to face  
Give my heart to you,babe  
But just in case

"
145,"I am a bird, watch me go drifting by.  
With my feathers of power I laugh as the hours go slowly by.  
That could mean everything.  
I am a street watching the people walk.  
As I listen their conversations glisten as they start to talk.  
Then I hear everything.  
  
Little white jug, me and Kilburn Towers,  
As we sit on the hill and we drink and we swill  
Till the early hours,  
Then I am everything.  
Little white jug and me and Kilburn Towers  
  
That could mean everything.  
  
Little white jug, me and Kilburn Towers,  
As we sit on the hill and we drink and we swill  
Till the early hours,  
Then I am everything  
  
Little white jug and me and Kilburn Towers [Repeat: x4]

"
146,"Never more aware of what you do.  
I got you leaving me and missing you  
And me believing that you've never done right  
When you've never done wrong.  
  
You been coming to me late at night.  
It's not the eye alone that gives you sight.  
I've never given anybody my soul,  
But I'm coming undone.  
  
I'm a survivor but I'm reaching my low,  
But I'm not ready to die.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life.  
  
Watch them hold you.  
Count their faces,  
A never-ending line.  
  
But they're only  
Imitations,  
Existing out of time.  
  
So now you're telling me it's just a ring.  
You say it's nothing but it's everything.  
I'm under pressure and I'm under  
Your gun and I'm fingers and thumbs.  
  
You got the questions and the answers I know.  
I'm being buried alive.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life.  
  
I can't stay here  
Lost without you.  
Strangers in the dark.  
  
Holy angel,  
Living for you  
To love and never cry.  
  
I'm a survivor but I'm reaching my low,  
But I'm not ready to die.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life, oh.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh

"
147,"[Chorus:]  
Eve never pleases me and Kitty can  
Eve never pleases me and Kitty can  
  
When Kitty smiles, the world stands still  
I see a thousand golden daffodils  
But when she cries, the world just dies  
I see a million tears in Kitty's eyes  
  
[Chorus]  
  
Now Eve is bad and treats me cruel  
She loves to see me looking like a fool  
I find a way with words I say  
To be in love in such a lonely way  
  
[Chorus]  
  
Now they are two and I am one  
I cannot fall in love with everyone  
So I must choose between the two  
Made up my mind, now I am choosing you  
  
[Chorus]

"
148,"Alons, viens encore, cherie.  
J'attendrai patiemment sous la lampe dans la vieille avenue.  
  
Then I may end.  
She had things to buy.  
I close my eyes.  
Yet I don't know why.  
I gave her money, said she knew someone.  
And she said she won't be long.  
  
Lamplight keep on burning while this heart of mine is yearning.  
Lamplight keep on burning till this love of yours is mine.  
  
I sat alone with my thoughts and laughed.  
Then saw your face in an old photograph.  
I didn't think that I could live without you but what am I to do ?  
  
Lamplight keep on burning while this heart of mine is yearning.  
Lamplight keep on burning till this love of yours is mine  
  
Come home again dear.  
I have waited year after year  
Under the lamp in our old avenue.  
If all in the world that's laughing, why should it make us cry?

"
149,"Don't you drink with me ''cause you know that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Never did what people said. I should've.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
I spend my life working up a sweat to be a bad boy.  
Getting girls into trouble every day.  
Going from town to town.  
Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
Lay it on me, yeah,  
Don't you drink with me 'cause I tell you that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Going from town to town. Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.

"
150,"Incidentally there should some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Wait a while and straighten out the tie you wear.  
You've got to take it easy if you dare.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Don't be blind you've got a thinking mind.  
Stop the bells that ring so loud.  
Don't nod your head you'll draw a crowd.  
Just think of everything you've worked so hard to bring.  
The lemon sings my song  
He's known it all along.  
  
Incidentally there should be some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Don't be blind you've got a thinking mind.  
Stop the bells that ring so loud.  
Don't nod your head you'll draw a crowd.  
Just think of everything you've worked so hard to bring.  
The lemon sings my song  
He's known it all along.  
  
Incidentally there should be some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.

"
151,"Let there be love, so I can be loved by you  
In Paradise Avenue  
Let there be life, so everyone lives to love  
Let it happen to me and you  
  
I am a man, so take me for what I am  
I'll never have everything, but let there be love  
Let there be love, let there be love  
  
I can be nothing, I can be something  
I've got to give you my life  
I'm tired of living without your giving  
I've got to get you for my wife  
  
Feeling's getting stronger  
Can't hold on much longer  
I never begged, but I'm begging now  
  
Let there be love, so I can be loved by you  
On Paradise Avenue, oh yo  
Let there be life, so we can live to love  
And let it be both of us  
  
I am a man, so take me for what I am  
I'll never have everything, but let there be love  
Let there be love, let there be love

"
152,"Ev'rything I want I got , and I got you girl  
You really fool me , baby, to my little world  
I love you like nobody else  
I love you like nobody else  
I love you like nobody else  
Put yourself in my place  
Do you love me too  
Take a look at my face  
The world I say is you  
I love you and nobody else  
I love you and nobody else  
I love you and nobody else  
(break)  
Play you no games girl (play you no games girl)  
I tell you no lies (I tell you no lies)  
Oh take my loving hands girl (take my hands girl)  
When you look in my eyes (look in my eyes)  
I love you like nobody else  
I love you like nobody else  
I love you like nobody else  

"
153,"Lion in my winter.  
I'm a lion with no crown.  
  
You want to make me big man,  
A star on a screen,  
Some kind of James Brown,  
Or something in between.  
  
But when I look for money  
You smother me in charms.  
I can't live on glory  
When you're bending both my arms.  
  
I, I was a lion in winter.  
And, man, I had friends  
For miles around.  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.  
  
You're living in a cave, man,  
Upon your marble throne.  
You think you own the heavens,  
But you've got to be alone.  
  
You know, you know I prayed for sunshine,  
A woman with my name.  
I don't want to live, man,  
You gave away the game.  
  
I, I was a lion in winter.  
And, man, I had friends  
For miles around.  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.  
  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.

"
154,"Good morning mister sunshine, you brighten up my day.  
Come sit beside me in your way.  
I see you every morning, outside the restaurants,  
The music plays so nonchalant.  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Good morning mister sunshine, you brighten up my day.  
Come sit beside me in your way.  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?

"
155,"Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
Don't look at me as if you don't remember me at all  
There was laughter, there was pain  
But I won't make the same mistakes I made  
You are too beautiful to me  
I hide my tears inside the rain  
  
Am I the soul you cast your spell upon  
I had control and now it's gone  
Or are you someone who controls my heart and mind  
And I will never say a word  
And I will never say goodbye  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
I can see that someone hung a sign around your heart  
And it reads ""do not return""  
And there is so much trouble I could cause  
Someone as beautiful as you  
You can feel my candle burn  
  
And I still recall some starry night  
We had it all, we held on tight  
I promised I would come to you and catch you if you fall  
And they will never know about us  
For just one moment you were mine  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
For just one moment, just one moment, you were mine  
Loose talk costs lives  
(Our moment held in time)  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives

"
156,"I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling , I was lost in your love  
  
There's been a diff'rence of opinion to the way I've been treating you  
But you know that I've tried to apologize,  
for all the bad times I've put you through  
On the chance that I could make you mine  
There's not a thing I would not do  
And wrong or right I'll be with you and lost in your love  
  
I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling , I was lost in your love  
  
Now I will follow you where the wild bird flies  
Through endless skies I will go  
So I can be so near you girl and all of this you gotta know  
That when I get you here inside my arms  
I never ever ever will let you go  
And wrong or right I'll be with you and lost in your love  
  
I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling I was lost in your love

"
157,"Love me  
Just a little bit longer  
Love me  
  
I remember times my love  
When we really had it all  
You were always there to make me smile  
To help me when I fall  
  
Ooh I can't believe you're leaving me  
When there's so much more to say  
I can't let you go  
Ooh Every time I look at you,  
I still can feel the glow  
Let it be, let it grow  
  
Ooh Love me, please  
Just a little bit longer  
Together, we can make it  
Our love is much too young to break it  
  
Love me please,  
Just a little bit harder  
Together we can make it  
Our love is much too young to break it.  
  
Oh all I ever wanted was  
To have you to myself  
Then I see you standing there  
In the arms of someone else  
  
Ooh You know a girl can stand so much  
And it's more than I can fake  
  
I can't let you go  
Ooh every time I look at you  
I still can feel the glow  
Let it be, let it grow  
  
Ooh Love me, please  
Just a little bit longer  
Together, we can make it  
Our love is much  
Too young to break it  
  
Love me, please  
Just a little bit harder  
  
Never even tried to see things my way  
It's hard on a woman  
When love ain't no love at all  
And when you walk away  
From me baby you're gonna be sorry  
I'm begging you please  
  
Love me, please love me, love me  
Just a little bit longer  
Together we can make it  
Our love is much too young to break it  
  
Love me, please just a little bit harder  
Just a little bit harder (just a little bit harder)  
Together we can make it  
Our love is much too young to break it  
Love me, please just a little bit longer

"
158,"You say you saw the dark side  
Baby I know  
It Gets you through the night  
And love is like a red rose baby and so  
It's coming around again  
If we can take the same direction we'll find  
The road that never ends  
But love never dies  
It goes on forever love never dies  
Love never dies it goes on forever  
This is the love you've been talking about  
You led her in till she couldn't get out  
You made the little girl cry  
No sad stories to deny  
I go through holy war for you baby you know  
You say you ain't got a prayer  
I'll answer if you call for me  
Baby I'm yours  
To God above I swear  
I only wanna live in the shadow you make  
The soul never lies  
But love never dies it goes on forever  
Love never dies, love never dies  
It goes on forever  
You better run to the heart of the flame  
She don't change like the sun in the rain  
She don't understand why  
You made the little girl cry  
Love never dies, it goes on forever love never dies  
Love never dies it goes on forever  
this is the love you've been talking about  
You led her in till she couldn't get out  
You made the little girl cry  
No sad stories to deny  
You better run to the heart of the flame  
She don't change like the sun in the rain  
She don't understand why  
You made the little girl cry  
(repeat fade)  
  

"
159,"She came on like the night and she held on tight  
And the world was right when she made love to me  
We were free  
She moved in like a friend, started loving me  
And I thought I'd found my heaven in her arms  
But the morning when I woke up  
I was here and she was gone  
Now I'm hanging on  
Maybe you can tell me how a love so right can turn out to be so wrong  
  
Where did she go when I need her close to me  
And the perfect story ended at the start  
I thought you came forever and you came to break my heart  
Now I'm hanging on, on the chance that you'll come back to me  
  
How a love so right can turn out to be so wrong, oh my darling  
How a love so right can turn out to be so wrong, oh my darling  
I could take it in my stride  
Start living for the moment  
Maybe half the things we sought were never there  
Simply open up our eyes and break it down to size  
It isn't really fair

"
160,"Love You Inside Out  
  
Baby, I can't figure it out  
Your kisses taste like honey  
Sweet lies don't gimme no rise  
Oh, oh what you're trying to do?  
  
Livin' on your cheatin'  
And the pain grows inside me  
It's enough to leave me crying in the rain  
Love you forever but you're  
Driving me insane  
And I'm hanging on  
Oh, oh, I'll win, I'll never give in  
  
Our love has got the power  
Too many lovers in one lifetime  
Ain't good for you  
You treat me like a vision in the night  
Someone there to stand behind you  
When your world ain't working right  
  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
I love no other way  
  
What am I gonna do if we lose that fire?  
Wrap myself up and take me home again  
Too many heartaches in one  
Lifetime ain't good for me  
I figure it's the love that keeps you warm  
  
Let this moment be forever  
We won't ever feel the storm  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
  
I love no other way  
What am I gonna do if we lose that fire?  
Don't try to tell me it's all over  
I can't hear a word I can't hear a line  
No man could love you more  
And that's what I'm cryin' for  
You can't change the way I feel inside  
  
You're the reason for my laughter and my sorrow  
Blow out the candle I will burn again tomorrow  
No man on earth can stand  
Between my love and I  
And no matter how you hurt me  
I will love you till I die  
  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
I love no other way  
What am I gonna do if we lose that fire?  
  
Repeat to fade

"
161,"We'll be lovers, lovers , lovers -- got to make you understand  
We'll be lovers, lovers , lovers --I want to hold you in my hand  
We'll be lovers, lovers , lovers  
  
Want to be a part of you  
And I want to make you part of me (sweet inspiration)  
Oh , we can make it (make it) , make it for the world to see  
Don't be blind, time is one our side  
And together we can touch the sky  
We can make it if we really try  
Ah, together you and I  
  
We'll be lovers, lovers, lovers -- got to make you understand  
We'll be lovers, lovers, lovers -- Ah, got to hold you in my hand  
We'll be lovers, lovers, lovers  
  
Want to be a part of you  
And I want to make you part of me ( sweet inspiration)  
Oh, we can make it (make it) ,make it for the world to see  
Yesterday I had a feeling of a flame of burning desire  
And you know we can make it if we really try  
Oh, together you and I  
  
We'll be lovers, lovers, lovers -- you to make you understand  
We'll be lovers, lovers, lovers -- Oh, got to hold you in my hand  
We'll be lovers, lovers, lovers  
  
Oh, lovers, lovers, lovers -- I got to make you understand  
We'll be lovers, lovers, lovers  
Want to be a part of you  
And I want to make you part of me (sweet inspiration)  
Oh , we can make it (make it ) for the world to see  
Yesterday I had a vision of a flame of burning desire  
And you know we can make it if we really try  
Oh together you and I  
  
We'll be lovers, lovers, lovers -- till my dying day  
We'll be lovers, lovers, lovers -- don't you ever turn away  
We'll be lovers, lovers, lovers -- want to get close to you  
We'll be lovers, lovers, lovers -- that's what I want to do  
We'll be lovers, lovers, lovers -- make you understand  
We'll be lovers, lovers, lovers-- got to hold you in my hand

"
162,"Everybody wants to leave  
Just like you and I  
I have all year to smile  
A tear for every eye  
  
Life closed it's eyes, broke my world, now I cry  
I've got to tell you, I've got the reasons  
'Cause I'm a man, a man for all seasons, alive  
  
And would I pray  
What makes the world go round  
I haven't got today  
My mind is lost and found  
  
Life closed it's eyes and said goodbye, now I cry  
But I've got to tell you, I've got my reasons  
'Cause I'm a man, a man for all seasons, alive  
And would I pray what makes the world go round  
I haven't got today, my mind is lost and found  
Do do do do do do do  
  
I'm a man for all seasons [Repeat: x4]

"
