,0,1,2
83,Bon Jovi,Breathe,"I guess this time you're really leaving  
I heard your suitcase say goodbye  
Well as my broken heart lies bleeding  
You say true love is suicide  
You say you've cried a thousand rivers  
And now you're swimming for the shore  
You left me drowning in my tears  
And you won't save me anymore  
I'm praying to God you'll give me one more chance girl  
  
I'll be there for you, these five words I swear to you  
When you breathe, I want to be the air for you  
I'll be there for you  
I'd live and I'd die for you  
I'd steal the sun from the sky for you  
Words can't say what love can do  
I'll be there for you  
  
I know you know we've had some good times  
Now they have their own hiding place  
Well I can promise you tomorrow  
But I can't buy back yesterday  
And baby you know my hands are dirty  
But I wanted to be your Valentine  
I'll be the water when you get thirsty baby  
When you get drunk, I'll be the wine  
  
I'll be there for you, these five words I swear to you  
When you breathe I want to be the air for you  
I'll be there for you  
I'd live and I'd die for you  
I'd steal the sun from the sky for you  
Words can't say what love can do  
I'll be there for you  
  
I wasn't there when you were happy  
And I wasn't there when you were down  
Didn't mean to miss your birthday baby  
I wish I'd seen you blow those candles out  
  
I'll be there for you, these five words I swear to you  
When you breathe I want to be the air for you  
I'll be there for you  
I'd live and I'd die for you  
I'd steal the sun from the sky for you  
Words can't say what love can do  
I'll be there for  
  
I'll be there for you, these five words I swear to you

"
84,Bon Jovi,Brokenpromiseland,"Angels falling from the sky  
Imagine that imagine that  
Nobody's getting out of here alive  
No turning back no turning back  
Who's going to bail out all our shattered dreams?  
And scrape some truth off of these city streets  
No time for praying get up off your knees  
  
[Chorus]  
There's hope I know  
Out on that lonely road  
'Cause home is where you are and where I am  
Breathe in, breathe out  
There's only now  
And all I got I'm holding in my hands  
We're breaking out of brokenpromiseland  
  
Let's close our eyes and just disappear  
Slip through the cracks no looking back  
We'll get a million miles away from here  
And let the past just fade to black  
So what you learn to live with your regrets  
No need to fear what hasn't happened yet  
Life will get you but you can't forget  
  
[Chorus]  
  
So rise my fallen angel  
Come on now come on now  
Shine, don't let 'em break you  
Come on now, come on now  
Come on now, come on now  
  
Come on now, come on now  
Come on now, come on  
  
[Chorus]  
  
(La la la la la la la la) breaking out of brokenpromiseland  
(La la la la la la la la) breaking out of brokenpromiseland  
(La la la la la la la la, la la la la la la la la)  
(La la la la la la la la, la la la la la la la la)  
(Oh oh oh oh oh oh oh oh, oh oh oh oh oh oh oh oh)

"
85,Bon Jovi,Burning For Love,"I've been lied to, you been cheated  
I've been cried to, you been mistreated  
I've been watching you, you want action  
You need love and I need satisfaction  
  
[Chorus:]  
I'm burning for love  
Filled with desire  
I can't stand the heat  
My heart's on fire  
I can't get enough  
It's down to the wire  
Making my move, I'm looking for you  
I'm burning for love  
  
You're the victim it's in your eyes  
I'm the suspect and love's the crime  
Tensions mounting bodies shaking  
I can't take the anticipation  
  
[Chorus]  
  
Now that I got you in my sight  
Can't take another sleepless night  
Oh, no, no  
You can run but you can't hide  
You're the only one I need  
To feel the fire inside  
  
[Chorus]

"
86,Bon Jovi,Can't Help Falling In Love,"Wise men say only fools rush in  
but I can't help falling in love with you  
Shall I stay  
would it be a sin  
If I can't help falling in love with you  
  
Like a river flows surely to the sea  
Darling so it goes  
some things are meant to be  
take my hand, take my whole life too  
  
for I can't help falling in love with you  
  
Like a river flows surely to the sea  
Darling so it goes  
some things are meant to be  
take my hand, take my whole life too  
for I can't help falling in love with you  
for I can't help falling in love with you

"
87,Bon Jovi,Celluloid Heroes,"Everybody's a dreamer and everybody's a star,  
And everybody's in movies, it doesn't matter who you are.  
There are stars in every city,  
In every house and on every street,  
And if you walk down hollywood boulevard  
Their names are written in concrete!  
  
Don't step on greta garbo as you walk down the boulevard,  
She looks so weak and fragile that's why she tried to be so hard  
But they turned her into a princess  
And they sat her on a throne,  
But she turned her back on stardom,  
Because she wanted to be alone.  
  
You can see all the stars as you walk down hollywood boulevard,  
Some that you recognise, some that you've hardly even heard of,  
People who worked and suffered and struggled for fame,  
Some who succeeded and some who suffered in vain.  
Rudolph valentino, looks very much alive,  
And he looks up ladies' dresses as they sadly pass him by.  
Avoid stepping on bela lugosi  
'cos he's liable to turn and bite,  
But stand close by bette davis  
Because hers was such a lonely life.  
If you covered him with garbage,  
George sanders would still have style,  
And if you stamped on mickey rooney  
He would still turn round and smile,  
But please don't tread on dearest marilyn  
'cos she's not very tough,  
She should have been made of iron or steel,  
But she was only made of flesh and blood.  
  
You can see all the stars as you walk down hollywood boulevard,  
Some that you recognise, some that you've hardly even heard of.  
People who worked and suffered and struggled for fame,  
Some who succeeded and some who suffered in vain.  
  
Everybody's a dreamer and everybody's a star  
And everybody's in show biz, it doesn't matter who you are.  
  
And those who are successful,  
Be always on your guard,  
Success walks hand in hand with failure  
Along hollywood boulevard.  
  
I wish my life was a non-stop hollywood movie show,  
A fantasy world of celluloid villains and heroes,  
Because celluloid heroes never feel any pain  
And celluloid heroes never really die.  
  
You can see all the stars as you walk along hollywood boulevard,  
Some that you recognise, some that you've hardly even heard of,  
People who worked and suffered and struggled for fame,  
Some who succeeded and some who suffered in vain.  
  
Oh celluloid heroes never feel any pain  
Oh celluloid heroes never really die.  
  
I wish my life was a non-stop hollywood movie show,  
A fantasy world of celluloid villains and heroes,  
Because celluloid heroes never feel any pain  
And celluloid heroes never really die.

"
88,Bon Jovi,Chained,"Are. Sambora  
  
Hey, whats this feeling  
I've never been down this far before  
I was scared of believing  
That love would never find my door  
I was chained  
Chained  
Chained to my broken dreams  
I never knew I was supposed to be  
Waiting for someone to come and rescue me  
Rescue me  
Rescue me.  
Hey am I dreaming?  
I never woke up from night before  
Unaware I was bleeding  
Slowly dying like the sun  
Going down once more.  
I was chained  
Chained  
Chained to my broken dreams  
I never knew just where my life would lead  
Hoping that someone would come and rescue me  
Rescue me  
Rescue me  
Rescue me.  
Alone in the darkness  
Til saw the light  
Shining from your eyes  
Now it burns inside and it keeps me alive  
Lord I've been chained  
I've been chained, yeah.  
Was chained  
Chained  
Chained to these broken dreams  
I never knew who supposed to be  
Hoping that someone would come and rescue me  
I've been chained  
Chained  
I've been chained to these broken dreams  
I never knew just where my life would lead  
Waiting for you to come and rescue me  
Hoping that someone would come and  
Rescue me  
Rescue me  
Rescue me  
Ooh yeah  
Rescue me

"
89,Bon Jovi,Cold Hard Heart,"J. Bon jovi  
  
You said you loved to watch me sleep  
You put your head down on my chest  
To hear my breath  
  
Go on, take my last breath from me  
I don't want to live no more  
And cut my eyes so I can't see  
I can't see you looking back as you walk out the door  
  
Chorus:  
Cold, hard heart  
Cold, cruel heart  
Whats it gonna take  
To break your cold, hard heart  
  
I was a lover lost in sea  
You found me washed up on the beach  
You took me home, you gave me breakfast  
I said Id offer you protection, but you didn't charge a fee  
  
Chorus:  
Cold, hard heart  
Cold, cruel heart  
Whats it gonna take  
To break your cold, hard heart  
  
Cold, cold heart  
Cold, cruel heart  
Whats it gonna take  
To break your cold, hard heart  
  
What are you hiding underneath that shirt  
If youre the one to run babe  
Then you don't feel the hurt  
  
Her hair so brown, and eyes so green  
You used to say I made good company  
Shed bring me wine and sip her tea  
Then youd give yourself what you could give to me  
  
Chorus:  
Cold, hard heart  
Cold, cruel heart  
Whats it gonna take  
To break your cold, hard heart  
Cold, cold heart  
Your cruel heart  
Whats it gonna take  
To break your cold, hard heart  
Whats it gonna take

"
90,Bon Jovi,Crazy Love,"The city sounds like a symphony  
A cabbie screams obscenities  
The horns are honking jazz in the night  
The street is lit like a Christmas tree  
This place its my amphetamine  
She junks me but its alright  
In her summer dress she parts the sea  
Her hair wrapped up in rosary beads  
Everybody else is gone but her and me  
  
Here she comes  
Its crazy love  
Here it comes again,  
That crazy thing called love  
Here she comes  
Its crazy love  
Here it comes again  
  
Sittin' on my stoop I lit one up  
Hit the ashes in my coffee cup  
And watch the world passin' me by  
Throw a coat of paint on this rusty heart  
Ain't it funny how life imitates art?  
Saint Valentine he's got bloody knees tonight  
  
But when she's walkin' down the street  
The sidewalks there to kiss her feet  
  
Here she comes  
Its crazy love  
Here it comes again,  
That crazy thing called love  
Here she comes  
Its crazy love  
Here it comes again  
  
She needs me, pleads me  
And wraps me in her loving charm  
She'll tease me, squeeze me  
But I'm the man when I'm in her arms  
  
Now the angels sing a melody  
They wrote for her explicitly  
And no one hears but her and me  
  
Now wait a minute  
Wait, I can't believe my eyes  
Who's that comin' round the corner?  
Oh she's lookin' fine ain't she?  
Get out the way!  
No, no, no, no, no get out the way!  
Oh look at those high heel sneakers  
  
Here she comes  
Its crazy love  
Here it comes again,  
That crazy thing called love  
Here it comes  
That crazy love  
Here she comes again  
That crazy thing called love  
Here she comes  
Its crazy love  
Here it comes again  
That crazy thing called love  
Here it comes  
That crazy love  
Here she comes again  
That crazy thing called love  
Here she comes

"
91,Bon Jovi,Damned,"Lyin' here beside you in someone else's bed  
Knowin' what we're doin's wrong but better left unsaid  
Your breathin' sounds like screamin'  
It's all that I can stand  
His ring is on your finger but my heart is in your hands  
  
Damned if you love me  
Damned if you don't  
It's gettin' harder holdin' on but I can't let you go  
Damned if you don't need me  
Damned if you do  
Oh God I wish it wasn't me standin' in these shoes  
Damned  
Damned  
  
The door slams like a shotgun  
You jump up to your feet  
But it's just the wind that's blowin' through those secrets that we keep  
Made me want to want you  
God knows I need to need you  
By the time this love is over I'll be sleepin' on the street  
  
Damned if you love me  
Damned if you don't  
It's gettin' harder holdin' on but I can't let you go  
Damned if you don't need me  
Damned if you do  
Oh God I wish it wasn't me standin' in these shoes  
  
Why won't you talk to me?  
Because I'm too blind to see  
Why won't you look at me?  
Because I'm afraid to breathe  
What do you want from me?  
All that I can stand  
The lies are on my tongue and I can't go back  
I know my soul is damned  
  
Don't worry  
I ain't gonna call you or hear you say my name  
But if you see me on the streets  
Don't wave  
Just walk away  
Our lives are gettin' twisted  
Let's keep our stories straight  
The more that I resist it my temptation turns to fate  
  
Damned if you love me  
Damned if you don't  
It's gettin' harder holdin' on but I can't let you go  
Damned if you don't need me  
Damned if you do  
Oh God I wish it wasn't me standin' in these shoes  
Damned  
Yeah I'm Damned  
  
Damned if you love me  
Damned if you don't  
It's gettin' harder holdin' on but I can't let you go  
Damned if you don't need me  
Damned if you do  
Oh God I wish it wasn't me standin' in these shoes  
Damned  
I'm Damned

"
92,Bon Jovi,Deep Cuts The Night,"I've been waitin' for this scene to end  
I don't need somebody baby, I need a friend  
I work all day just like doin' time  
I've stood tall through the fires of hell  
And I've walked through enemy lines.  
  
So now you've gone and built a wall around you  
Its gonna take a heart to knock it down too.  
Deep cuts the night, when you're without love  
Deep cuts the night, when you're without love  
Deep cuts the night, and it's bringing me down, it's bringing me down  
  
If I could be the hero in your masquerade,  
I could sweep you off your feet and take you far away.  
There ain't no saviors in the real world,  
There's only broken hearts and souls for you and me girl.  
  
Now you've gone and built a wall around you  
It's gonna take a heart to knock it down too.  
Deep cuts the night, when you're without love  
Deep cuts the night, when you're without love  
Deep cuts the night, when you're without love  
Deep cuts the night, well it's bringing me down  
  
So load your guns and fire away,  
All it takes is one fair shot to blow your world away.  
  
Deep cuts the night, when you're without love  
Deep cuts the night, when you're without love  
Deep cuts the night, and it's bringin' me down, it's bringin' me down

"
93,Bon Jovi,Destination Anywhere,"J. Bon jovi  
  
Hey babe, its me parked outside your house  
I know that hes asleep, so listen to me now  
Darlin, I'm tired of living just in your dreams  
I'm getting out  
You know we both sold our souls  
Were just growing old, in this sleepy, dead-end town  
  
Destination anywhere  
Name the place and Ill be there  
Pack a bag a were out of here - lets run  
  
Baby, we both been running uphill for too long  
We both settled for something, got nothing  
And we both know its wrong  
Go on admit it we lived it, I'm leaving -  
Get your boots and come on  
I got my coat and my keys, I need you next to me, then I'm gone  
  
Destination anywhere  
Name the place and Ill be there  
Pack a bag a were out of here - lets run  
Destination anywhere  
Left of right, I don't care  
Maybe well just disappear like the sun  
  
When these wheels spin, they can all eat our dust  
As far as I'm concerned, this whole towns lost  
Its nuts  
We wont be here when they put us down  
Its our big chance and I'm calling you now  
Theyll never let us go unless we try  
I'm tired of living just to die  
Were getting out of here, destination anywhere  
  
Destination anywhere  
Name the place and Ill be there  
Pack a bag a were out of here - lets run  
Destination anywhere  
Left of right, I don't care  
Maybe well just disappear like the sun, come on, come on, come on

"
94,Bon Jovi,Detroit 442,"You know he can't be tested.  
He can't be read or found.  
Urban gray takes breath away.  
He wants to push his pedal to the ground.  
And the nights whats right.  
Puts him at the wheel.  
Well, I eat danger.  
Any stranger is all right.  
Feel hot to go like jimmy O.  
Dodging flying objects at the show.  
And the lights make me fight.  
In detroit 442...  
Maybe, baby, I could ride with you.  
This towns a concrete factory and dad and mom look just like me.  
I'm on the plant assembly line.  
Too late now.  
Too far behind!  
You said you wanna hang around.  
No one really cares where you go.  
Take your time.  
Things never change.  
In detroit 442 maybe baby I could ride with you.  
One more to market, one more piggie, and they all, they all look just like me,
yeah.

"
95,Bon Jovi,Diamond Ring,"Diamond ring, wear it on your hand  
It's gonna tell the world, I'm your only man  
Diamond ring, diamond ring  
Baby, you're my everything, diamond ring  
  
Red, red rose brought it home to you  
Blood red rose, tells me that you're true  
Red, red rose, blood-red rose  
Like a fire inside that grows, blood-red rose  
  
When you're hungry, I will fill you up  
When you're thristy, drink out of my loving cup  
When you're crying, I'll be the tears for you  
There's nothing that I wouldn't do for you  
  
When you're hungry, I will fill you up  
When you're thristy, drink out of my loving cup  
When you're crying, I'll be the tears for you  
There's nothing that I wouldn't do for you  
  
You know, I bleed every night you sleep  
'Cause I don't know if I'm in your dreams  
I want to be your everything...  
  
Diamond ring, wear it on your hand  
It's gonna tell the world, I'm your only man  
Diamond ring, diamond ring  
Baby, you're my everything, diamond ring  
Darling, you're my everything, diamond ring  
Now, you've got me on your string... Diamond ring  

"
96,Bon Jovi,Don't Do That To Me Anymore,"If I've told you once, I've told you a thousand times  
You can't go on playing with people's minds  
But you lied thinking that you'd get by  
Breaking hearts one by one in a line  
Cause you're driving me crazy  
I just can't go on making love to a woman  
Who's been playing with me all along  
So don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
I can count the times you really made me a fool  
I guess what we've got was a different set of rules  
Well you cried, thinking that I'd breakdown  
But I'm not sure I need you hanging around  
Cause you're driving me crazy  
I just can't go on making love to a woman  
Who's been playing with me all along  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
You wont have me to kick around anymore  
I'm not a fool for you and that's for sure  
No reason left for you to try to pretend  
I told you before now I'll say it again  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore  
Don't do that to me anymore

"
97,Bon Jovi,Don't Keep Me Wondering,"When I come home, it's late, I feel so all alone  
What was my mistake, baby, why don't you care at all?  
Well if it's just a change in you, I'll adjust,  
But if you're true give me a sign of your trust,  
And am I supposed to be true to you.  
  
Don't keep me wonderin', do I still have your love  
Don't keep me wonderin', if you've given up  
  
When I come to bed, you're there, but I feel so all alone  
What can I do, short of sleepin' on the floor  
I might be slow girl but I'm not dumb  
The question arises, am I the only one?  
And am I supposed to be in love with you  
  
Don't keep me wonderin', do I still have your love  
Don't keep me wonderin', have you given up  
Don't you keep me baby  
  
I might be slow girl, I'm not dumb  
The question arises, am I the only one?  
And am I supposed to be in love with you  
  
Don't keep me wonderin', do I still have your love  
Don't keep me wonderin', have you given up  
Don't keep me wonderin', do I still have your love  
Don't keep me wonderin', have you given up  
Don't you give up baby

"
98,Bon Jovi,Don't Leave Me Tonight,"If I had to I would lie for you,  
And baby I would cry, I'd cry for you.  
If I have to, I'll get down on my knees for you.  
  
Tommy's home and waiting up for you,  
And it you leave, he'll make you black and blue.  
Please don't go, not this time,  
Oh no don't leave me tonight.  
  
Don't leave me tonight, don't leave me tonight,  
Don't leave me tonight, oh no no.  
  
If you only knew what you put me through,  
And how many night I've waited up for you.  
Thinkin' about you baby every night,  
Now you're here and you've gotta go home.  
  
We can hide out and rendezvous,  
Just me and just you.  
So please baby please, don't put up a fight,  
Oh no don't leave me tonight.  
  
Don't leave me tonight, don't leave me tonight,  
Don't leave me tonight, oh no no.  
  
Don't leave me tonight (oh baby not tonight)  
Don't leave me tonight (I can't take it this time)  
Don't leave me tonight (Oh no no no)  
  
He don't love you half as much as I do,  
Promise you'll stay the night, and love me too.  
Yeah yeah yeah.  
  
I can't stand another night alone,  
Or talkin' to you on the phone.  
So tell 'em that we're runnin' away,  
Tell 'em anything you want.  
Please stay now, don't say you'll go.  
  
Don't leave me tonight,  
Everything's gonna be alright.  
I need you girl, I need you to stay,  
Don't turn your back and walk away.  
  
Don't leave me tonight, don't leave me tonight,  
Don't leave me tonight, oh no no.  
  
Don't leave me tonight (everything will be alright)  
Don't leave me tonight (I can tell you I love you)  
Don't leave me tonight (I'm goin' outa my mind I  
Can't stand the nights alone).  
  
Don't leave me tonight (So baby don't say you're goin')  
Don't leave me tonight (Oh baby stay around)  
Don't leave me tonight (I can't take it, can't take it,  
Can't take it, can't  
Take it without you, so baby please hang on).

"
99,Bon Jovi,Don't You Believe Him,"I know it's been a long time, since I called you last  
Remember all those dreams that we had, the time went by so damn fast  
You said I had to flaunt those girls I kept by my sides for kicks  
You let the rumors fly, it's nothing new  
What those little boys will do to get their fix  
  
You broke my heart when you said goodbye, bye, bye  
You believed him when he told you a lie  
Without your love baby I'm gonna die  
  
Don't you believe him (don't you believe him)  
He's gonna fill you up with lies  
Don't you believe him darling, (don't you believe him)  
He's gone too far this time  
  
Since you left me baby, since you gone and stole my heart  
I remember the very night that I broke down and fell apart  
Girl you don't remember, what I'm up here to be  
Baby, baby don't you know, you're the biggest part of me  
  
It broke my heart when you said good bye, bye, bye  
You believed him when he told you a lie  
Without your love baby I'm gonna die  
  
Don't you believe him (don't you believe him)  
He's gonna fill you up with lies  
Don't you believe him darling, (don't you believe him)  
He's gone too far this time  
  
Broke my heart when you said goodbye, bye, bye  
You believed him when he told you a lie  
Without your love baby I'm gonna die  
  
Don't you believe him (don't you believe him)  
He's gonna fill you up with lies  
Don't you believe him darling, (don't you believe him)  
He's gone too far this time  
  
Don't you believe him, don't you believe him  
Don't you believe him, don't you believe him

"
100,Bon Jovi,Drift Away,"Day after day I get more confused  
Trying to see the light  
In the morning rain  
Going on a game  
You have to lose  
'Cause the feeling's changed  
I won't lose again  
  
CHORUS 1  
Giving the people  
As I pray my soul  
I wanna get lost in rock'n'roll  
And drift away  
  
Sometimes I think  
I've always been down  
I don't understand the things I see  
The world outside seems so unkind  
So unkind  
But I'm dependin' on you to let it  
See me through  
  
REPEAT CHORUS 1

"
101,Bon Jovi,Drive,"Baby, I've been thinking, it's too hard to speak these nights,  
Can I confess what's on my chest, what's really on my mind.  
See, I never was scared of nothing, there was nothing that we couldn't do,  
We used to think that we could walk on water, just because we wanted to.  
And it all seemed so easy, when we were living not just alive,  
We talked about dreams, and how we would like to spend our lives.  
  
When freedom was a tank of gas, on a long summer night,  
To drive, just drive.  
  
Can you keep a secret baby, if you can't, just lie,  
Yeah, I want to scream, when I have this dream, that my whole life passed me  
By.  
And they sold my heart for diamonds, and they sold some pride for gold,  
There's lots of things that I can't get back, that the record company owns.  
When 17 has turned 30, it's all gone kiss it goodbye.  
Hey baby, maybe we aint kids no more, but I'm too young to die.  
  
There's still some freedom in this tank of gas, if you're by my side,  
We'll drive, just drive.  
  
Don't want no airplanes, no ticket on a fast train,  
All I wanted was a two-lane, with you by my side.  
We'll drive, all night long, get on board.  
We'll drive, with the radio on.  
  
You can lean your head on my shoulder, and just for a while,  
Forget about the world, baby, mile after mile.  
We'll drive, all night long yeah, you want a ride?  
  
No airplane, no ticket on a fast train,  
All I wanted was a two-lane, and you by my side.  
We'll drive, all night long, get on board,  
We'll drive, with the radio on baby all right.

"
102,Bon Jovi,Dry County,"Across the border they turn water into wine  
Some say it's the devil's blood  
They're squeezing from the vine  
Some say it's a savior  
In these hard and desperate times  
You see it helps me to forget that we're just born  
To die  
  
I came here like so many did to find a better life  
To find my piece of easy street  
To finally be alive  
And I know nothing good comes easy  
All good things take some time  
I made my bed I'll lie in it  
To die in it's the crime  
  
You can't help but prosper  
Where the streets are paved with gold  
They say the oil wells ran deeper here than anybody's known  
Now I packed up on my wife and kid  
And left them both back at home  
See there's nothing in this pay dirt  
The ghosts are all I know  
  
Now the oil's gone  
And the money's gone  
All the jobs are gone  
Still we're hangin' on  
  
Down in dry county  
They're swimming in the sand  
Praying for some holy water  
To wash the sins from off our hands  
Here in dry county  
The promise has run dry  
Where nobody cries  
And no one's getting out of here alive (Not this time)  
  
""In the blessed name of Jesus"" I heard a preacher say  
That we are all God's children  
And He'd be back, back someday  
I hoped that he knew something as he drank that cup of wine  
I didn't have too good a feeling as I head out to the night  
  
I cursed the sky to open  
I begged the clouds for rain  
I prayed all night for water  
For this burning in my veins  
It was like my soul's on fire  
And I had to watch the flames  
All my dreams went up in ashes  
And my future blew away  
  
Now the oil's gone  
And the money's gone  
All the jobs are gone  
Still we're hangin' on  
  
Down in dry county  
They're swimming in the sand  
Praying for some holy water  
To wash these sins from off our hands  
Here in dry county  
The promise has run dry  
Where nobody cries  
And no one's getting out of here alive  
  
Men spend their whole lives waiting  
Prayin' for some big reward  
But it seems sometimes the payoff  
Leaves you feeling like a dirty whore  
If I could choose the way I'd die  
Make it by the gun or knife  
'Cause the other way there's too much pain  
Night after night after night after night  
  
Down in dry county  
Where they're swimming in the sand  
Praying for some holy water  
To wash the sins from off our hands  
In dry county  
The promise has run dry  
Where nobody cries  
No one's getting out of here  
Dry county  
And no one's getting out of here  
Dry county

"
103,Bon Jovi,Dyin' Ain't Much Of A Livin',"A whiskey bottle comforts me  
And tells me not to cry  
While a full moon says a prayer for me  
I try to close my eyes  
  
But the night's there to remind me  
Of the guns and the early graves  
The ghosts appear as I fall asleep  
To sing an outlaw's serenade  
  
Dyin' ain't much of a livin'  
When you're livin' on the run  
Dyin' ain't much of a livin' for the young  
Is it too late to ask for forgiveness  
For the things that I have done  
Dyin' ain't much of a livin' for the young  
  
The desert's been a friend to me  
It covers me by night  
And a snakebite's not my enemy  
But it taught me how to fight  
  
All this fame don't bring you freedom  
Though it wears a this disguise  
When an outlaw is just a man to me  
And a man has to die  
  
Dyin' ain't much of a livin'  
When you're livin' on the run  
Dyin' ain't much of a livin' for the young  
Is it too late to ask for forgiveness  
For the things that I have done  
Dyin' ain't much of a livin' for the young  
  
And I hope someone will pray for me  
When it's my turn to die, pray for me  
  
Dyin' ain't much of a livin'  
When you're livin' on the run  
Dyin' ain't much of a livin' for the young  
Is it too late to ask for forgiveness  
For the things that I have done  
Dyin' ain't much of a livin' for the young

"
104,Bon Jovi,Edge Of A Broken Heart,"And there I stood, just like a soldier  
I was tough, until I saw her  
I said hello, but she just turned away  
  
Hey romeo, whatcha doin with my girl,  
Who are you using now, well I turn and walk away (turn and walk away)  
  
Im gonna please her, now you can believe it  
Ill be there to catch her when she falls  
  
Oooo, here I am (on the edge of a broken heart)  
Im a man (on the edge of a broken heart)  
Here we stand (on the edge of a broken heart)  
So run if you can cause you know  
Im a man on the edge (on the edge of a broken heart)  
Im on the edge (on the edge of a broken heart)  
  
Im on the outside, looking inside  
Youre with him, whos on the wrong side now  
Do you still think of me  
  
Ive tried to call, but no one answers  
Two silhouettes, a private dancer  
Lights go dim, as the music starts to fade, away (turn and walk away)  
  
Im the one who needs you, now you can believe it  
Ill be there to catch you when you fall  
  
Ooo you better believe Im the man (on the edge of a broken heart)  
Here I am (on the edge of a broken heart)  
And we stand (on the edge of a broken heart)  
So run if you can cause you know  
Im a man on the edge (on the edge of a broken heart)  
Im on the edge (on the edge of a broken heart)  
  
Solo  
  
Ooohh  
And when I hold out my hands Ill be reaching for you  
I give it all that Ive got, thats all I can do  
When youre waiting for love  
Ill be waiting for you (on the edge of a broken heart)  
Only for you (on the edge of a broken heart)  
Oh baby for you (on the edge of a broken heart)  
So run if you can, you know  
Im a man on the edge (on the edge of a broken heart)  
Im on the edge (on the edge of a broken heart)  
Im on the edge (on the edge of a broken heart)  
Im on the edge (of a broken, broken, broken broken, broken, broken, broken)

"
105,Bon Jovi,Every Beat Of My Heart,"As a hard rain beats down in the night  
It sounds like applause  
Still I can't hear a sound  
With the beat of my heart  
  
I can't pick up that phone anymore  
And I need to confess  
If I don't say, ""I love you""  
Everything else is a waste of my breathe  
  
Every beat of my heart I would give  
Every beat of my heart just to live  
To live for your love, if all that I want  
Is to die in your arms  
I'd give you every beat of my heart  
  
As I whisper your name  
I wish you were here by my side  
And the only way that I find you  
Is when I close my eyes  
  
With my ring on your finger  
I hope and I pray  
That you know deep in your soul  
With every step that you take  
  
Every beat of my heart I would give  
Every beat of my heart just to live  
I live for your love, if all that I want  
Is to die in your arms  
I'd give you every beat of my heart  
  
It's the little things that you do  
That make me want you more  
It's the way your hands are trembling  
But what they trembling for?  
  
It's the way the smile fits on your lips  
The way you hold me tight  
God knows I'd give everything  
To be in your arms tonight  
  
I live for your love, it's all that I want  
Is to die in your arms  
I'd give every beat of my heart just to live  
Every beat of my heart, just to live  
I live for your love, it's all that I want  
To die in your arms  
I'd give you every beat of my heart  
  
Give you every beat of my heart  
Give you every beat of my heart  
Give you every beat of my heart

"
106,Bon Jovi,Every Road Leads Home To You,"I've got your picture on my phone,  
Your voice in my head,  
I'm lying here alone,  
Restless in a far away bed,  
The stars are falling down  
And I'm half the world away,  
I'm just trying to close the distance,  
To feel each breath that you take,  
  
When the bridge is burning  
And I'm losing my faith  
And I'm trying to find my way towards the truth,  
Like a wild arrow flying  
And I'm blindly running  
From everything I thought I knew  
And every road leads home to you,  
Home to you,  
  
So you got me to believe,  
Made me turn on a dime,  
The writing on the wall  
Right in front of me  
Every song, every rhyme,  
  
But I don't need a thousand words,  
I need you safe in my arms,  
I'll be standing strong,  
I'll keep holding on  
When life tries tearing us apart,  
  
When the bridge is burning  
And I'm losing my faith  
And I'm trying to find my way towards the truth,  
Like a wild arrow flying  
Now I'm blindly running  
From everything I thought I knew,  
  
No I ain't regretting  
Just how lost I'm getting  
Or the red lights I've been blowing through,  
My foot will find the pedal  
As I'm counting the lines,  
Every road leads home to you,  
Every road leads home to you,  
  
Home,  
The road still leads me home to you,  
Sometimes I don't see the signs,  
The headlights make me blind,  
The road still leads me home to you,  
  
[Solo]  
  
When the bridge is burning  
And I'm losing my faith  
And I'm trying to find my way towards the truth,  
Like the wild arrow flying  
Now I'm blindly running from  
Everything I thought I knew,  
  
No I ain't regretting  
Just how lost I'm getting  
Or the red lights I've been blowing through,  
My foot will find the pedal  
As I'm counting the lines,  
Every road leads home to you,  
Every road leads home to you,  
Home to you,  
Home to you,  
Home to you,  
Every road leads home to you,  
Home to you,  
Every road  
Leads home to you  
  
Every road leads home to you.

"
